"Taxon"	"ID"	"Region"	"Latitude"	"Longitude"	"Elevation"	"Day"	"Month"	"Year"	"Collector"	"Subfamily"	"Tribe"	"Hydromyini.Division.Rattini.Group"
"Paramelomys rubex_HighMW"	"MW2200.057"	"Mt. Wilhelm"	-5.759	145.186	2200	19	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2200.058"	"Mt. Wilhelm"	-5.759	145.186	2200	19	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2200.060"	"Mt. Wilhelm"	-5.759	145.186	2200	19	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2200.091"	"Mt. Wilhelm"	-5.759	145.186	2200	22	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2200.093"	"Mt. Wilhelm"	-5.759	145.186	2200	22	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2200.094"	"Mt. Wilhelm"	-5.759	145.186	2200	22	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2200.146"	"Mt. Wilhelm"	-5.759	145.186	2200	25	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.002"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.005"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.006"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.012"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.022"	"Mt. Wilhelm"	-5.815	145.159	2700	23	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.028"	"Mt. Wilhelm"	-5.815	145.159	2700	23	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.029"	"Mt. Wilhelm"	-5.815	145.159	2700	23	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.032"	"Mt. Wilhelm"	-5.815	145.159	2700	24	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.033"	"Mt. Wilhelm"	-5.815	145.159	2700	24	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.034"	"Mt. Wilhelm"	-5.815	145.159	2700	24	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.051"	"Mt. Wilhelm"	-5.815	145.159	2700	25	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.052"	"Mt. Wilhelm"	-5.815	145.159	2700	25	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.053"	"Mt. Wilhelm"	-5.815	145.159	2700	25	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.070"	"Mt. Wilhelm"	-5.815	145.159	2700	26	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.077"	"Mt. Wilhelm"	-5.815	145.159	2700	27	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.086"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.088"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.089"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.099"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.100"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.101"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.112"	"Mt. Wilhelm"	-5.815	145.159	2700	30	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.113"	"Mt. Wilhelm"	-5.815	145.159	2700	30	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.120"	"Mt. Wilhelm"	-5.815	145.159	2700	31	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.130"	"Mt. Wilhelm"	-5.815	145.159	2700	31	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.132"	"Mt. Wilhelm"	-5.815	145.159	2700	1	8	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW2700.140"	"Mt. Wilhelm"	-5.815	145.159	2700	2	8	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.024"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.025"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.031"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.046"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.053"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.055"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.057"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.058"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.064"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.077"	"Mt. Wilhelm"	-5.8	145.069	3200	1	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.078"	"Mt. Wilhelm"	-5.8	145.069	3200	1	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.079"	"Mt. Wilhelm"	-5.8	145.069	3200	1	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.080"	"Mt. Wilhelm"	-5.8	145.069	3200	1	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.103"	"Mt. Wilhelm"	-5.8	145.069	3200	2	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.115"	"Mt. Wilhelm"	-5.8	145.069	3200	3	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.118"	"Mt. Wilhelm"	-5.8	145.069	3200	3	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.143"	"Mt. Wilhelm"	-5.8	145.069	3200	5	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.156"	"Mt. Wilhelm"	-5.8	145.069	3200	6	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.161"	"Mt. Wilhelm"	-5.8	145.069	3200	6	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.167"	"Mt. Wilhelm"	-5.8	145.069	3200	6	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.177"	"Mt. Wilhelm"	-5.8	145.069	3200	7	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.178"	"Mt. Wilhelm"	-5.8	145.069	3200	7	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.180"	"Mt. Wilhelm"	-5.8	145.069	3200	7	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.187"	"Mt. Wilhelm"	-5.8	145.069	3200	8	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.188"	"Mt. Wilhelm"	-5.8	145.069	3200	8	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.191"	"Mt. Wilhelm"	-5.8	145.069	3200	8	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_HighMW"	"MW3200.192"	"Mt. Wilhelm"	-5.8	145.069	3200	8	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1200.009"	"Saruwaged Range"	-5.965	146.834	1200	26	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1200.011"	"Saruwaged Range"	-5.965	146.834	1200	26	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1200.013"	"Saruwaged Range"	-5.965	146.834	1200	26	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1200.015"	"Saruwaged Range"	-5.965	146.834	1200	26	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1200.016"	"Saruwaged Range"	-5.965	146.834	1200	26	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1200.022"	"Saruwaged Range"	-5.965	146.834	1200	27	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1200.025"	"Saruwaged Range"	-5.965	146.834	1200	27	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1700.010"	"Saruwaged Range"	-6.032	146.811	1700	14	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1700.011"	"Saruwaged Range"	-6.032	146.811	1700	14	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1700.012"	"Saruwaged Range"	-6.032	146.811	1700	14	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1700.013"	"Saruwaged Range"	-6.032	146.811	1700	14	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1700.015"	"Saruwaged Range"	-6.032	146.811	1700	14	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1700.016"	"Saruwaged Range"	-6.032	146.811	1700	14	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1700.018"	"Saruwaged Range"	-6.032	146.811	1700	14	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1700.021"	"Saruwaged Range"	-6.032	146.811	1700	14	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1700.022"	"Saruwaged Range"	-6.032	146.811	1700	14	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1700.024"	"Saruwaged Range"	-6.032	146.811	1700	14	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1700.025"	"Saruwaged Range"	-6.032	146.811	1700	14	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR1700.031"	"Saruwaged Range"	-6.032	146.811	1700	15	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR2200.011"	"Saruwaged Range"	-6.027	146.834	2200	10	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR2200.013"	"Saruwaged Range"	-6.027	146.834	2200	10	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR2200.025"	"Saruwaged Range"	-6.027	146.834	2200	12	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR2200.034"	"Saruwaged Range"	-6.027	146.834	2200	14	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR2200.042"	"Saruwaged Range"	-6.027	146.834	2200	16	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR2200.044"	"Saruwaged Range"	-6.027	146.834	2200	18	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR2200.045"	"Saruwaged Range"	-6.027	146.834	2200	18	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR2200.046"	"Saruwaged Range"	-6.027	146.834	2200	18	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidFR"	"FR700.006"	"Saruwaged Range"	-5.949	146.845	700	29	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.001"	"Mt. Wilhelm"	-5.722	145.27	1200	5	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.006"	"Mt. Wilhelm"	-5.722	145.27	1200	6	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.007"	"Mt. Wilhelm"	-5.722	145.27	1200	6	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.010"	"Mt. Wilhelm"	-5.722	145.27	1200	7	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.011"	"Mt. Wilhelm"	-5.722	145.27	1200	7	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.012"	"Mt. Wilhelm"	-5.722	145.27	1200	7	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.014"	"Mt. Wilhelm"	-5.722	145.27	1200	8	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.015"	"Mt. Wilhelm"	-5.722	145.27	1200	8	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.017"	"Mt. Wilhelm"	-5.722	145.27	1200	8	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.018"	"Mt. Wilhelm"	-5.722	145.27	1200	9	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.019"	"Mt. Wilhelm"	-5.722	145.27	1200	9	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.022"	"Mt. Wilhelm"	-5.722	145.27	1200	9	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.023"	"Mt. Wilhelm"	-5.722	145.27	1200	9	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.024"	"Mt. Wilhelm"	-5.722	145.27	1200	9	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.029"	"Mt. Wilhelm"	-5.722	145.27	1200	10	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.030"	"Mt. Wilhelm"	-5.722	145.27	1200	10	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.031"	"Mt. Wilhelm"	-5.722	145.27	1200	10	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.032"	"Mt. Wilhelm"	-5.722	145.27	1200	10	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.033"	"Mt. Wilhelm"	-5.722	145.27	1200	10	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.034"	"Mt. Wilhelm"	-5.722	145.27	1200	11	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.035"	"Mt. Wilhelm"	-5.722	145.27	1200	11	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.036"	"Mt. Wilhelm"	-5.722	145.27	1200	11	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.038"	"Mt. Wilhelm"	-5.722	145.27	1200	12	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.039"	"Mt. Wilhelm"	-5.722	145.27	1200	12	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.040"	"Mt. Wilhelm"	-5.722	145.27	1200	12	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.041"	"Mt. Wilhelm"	-5.722	145.27	1200	12	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.042"	"Mt. Wilhelm"	-5.722	145.27	1200	12	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.043"	"Mt. Wilhelm"	-5.722	145.27	1200	13	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.044"	"Mt. Wilhelm"	-5.722	145.27	1200	13	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.045"	"Mt. Wilhelm"	-5.722	145.27	1200	13	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.046"	"Mt. Wilhelm"	-5.722	145.27	1200	13	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1200.047"	"Mt. Wilhelm"	-5.722	145.27	1200	13	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1700.005"	"Mt. Wilhelm"	-5.766	145.202	1700	12	6	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1700.006"	"Mt. Wilhelm"	-5.766	145.202	1700	12	6	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1700.019"	"Mt. Wilhelm"	-5.766	145.202	1700	13	6	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1700.021"	"Mt. Wilhelm"	-5.766	145.202	1700	13	6	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1700.022"	"Mt. Wilhelm"	-5.766	145.202	1700	13	6	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1700.036"	"Mt. Wilhelm"	-5.766	145.202	1700	15	6	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1700.068"	"Mt. Wilhelm"	-5.766	145.202	1700	18	6	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1700.076"	"Mt. Wilhelm"	-5.766	145.202	1700	19	6	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1700.077"	"Mt. Wilhelm"	-5.766	145.202	1700	19	6	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1700.079"	"Mt. Wilhelm"	-5.766	145.202	1700	19	6	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Paramelomys rubex_MidMW"	"MW1700.110"	"Mt. Wilhelm"	-5.766	145.202	1700	21	6	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Pogonomys cf_sylvestris"	"MW3200.168"	"Mt. Wilhelm"	-5.8	145.069	3200	6	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Pogonomys division"
"Pogonomys loriae"	"MW1700.033"	"Mt. Wilhelm"	-5.766	145.202	1700	14	6	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Pogonomys division"
"Pogonomys loriae"	"MW1700.100"	"Mt. Wilhelm"	-5.766	145.202	1700	20	6	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Pogonomys division"
"Pogonomys spNorthEastFR"	"FR1200.005"	"Saruwaged Range"	-5.965	146.834	1200	25	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Pogonomys division"
"Pogonomys spNorthEastFR"	"FR1200.021"	"Saruwaged Range"	-5.965	146.834	1200	27	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Pogonomys division"
"Pogonomys spNorthEastFR"	"FR1200.038"	"Saruwaged Range"	-5.965	146.834	1200	1	5	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Pogonomys division"
"Pogonomys spNorthEastFR"	"FR1700.008"	"Saruwaged Range"	-6.032	146.811	1700	13	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Pogonomys division"
"Pogonomys spNorthEastFR"	"FR700.004"	"Saruwaged Range"	-5.949	146.845	700	28	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Pogonomys division"
"Pogonomys spNorthEastFR"	"FR700.013"	"Saruwaged Range"	-5.949	146.845	700	31	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Pogonomys division"
"Pogonomys spNorthEastMW"	"MW1200.013"	"Mt. Wilhelm"	-5.722	145.27	1200	8	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Pogonomys division"
"Pogonomys spNorthEastMW"	"MW1200.027"	"Mt. Wilhelm"	-5.722	145.27	1200	9	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Pogonomys division"
"Pogonomys spNorthEastMW"	"MW1200.037"	"Mt. Wilhelm"	-5.722	145.27	1100	12	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Pogonomys division"
"Pogonomys spNorthEastMW"	"WG200.018"	"Wanang"	-5.255	145.147	200	14	8	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Pogonomys division"
"Protochromys fellowsi"	"MW2700.001"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Uromys division"
"Pseudohydromys ellermani"	"FR1700.064"	"Saruwaged Range"	-6.032	146.811	1700	18	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Hydromys division"
"Pseudohydromys ellermani"	"FR1700.093"	"Saruwaged Range"	-6.032	146.811	1700	21	5	2023	"D. Okena"	"Murinae"	"Hydromyini"	"Hydromys division"
"Pseudohydromys ellermani"	"FR2200.043"	"Saruwaged Range"	-6.027	146.834	2200	18	4	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Hydromys division"
"Pseudohydromys ellermani"	"FR3700.001"	"Saruwaged Range"	-6.188	146.907	3700	9	3	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Hydromys division"
"Pseudohydromys ellermani"	"FR3700.002"	"Saruwaged Range"	-6.188	146.907	3700	10	3	2020	"D. Okena"	"Murinae"	"Hydromyini"	"Hydromys division"
